,LossNum,cost,iteration,mode,run
0,calc_loss_1,5.368434429168701,0,on-policy,0
1,calc_loss_1,5.304738521575928,1,on-policy,0
2,calc_loss_1,4.763100624084473,2,on-policy,0
3,calc_loss_1,4.641820430755615,3,on-policy,0
4,calc_loss_1,4.62399959564209,4,on-policy,0
5,calc_loss_1,4.619009971618652,5,on-policy,0
6,calc_loss_1,4.616920471191406,6,on-policy,0
7,calc_loss_1,4.613379955291748,7,on-policy,0
8,calc_loss_1,4.616495132446289,8,on-policy,0
9,calc_loss_1,4.615565776824951,9,on-policy,0
10,calc_loss_1,5.368434429168701,0,on-policy,1
11,calc_loss_1,5.127986431121826,1,on-policy,1
12,calc_loss_1,4.718177795410156,2,on-policy,1
13,calc_loss_1,4.6327056884765625,3,on-policy,1
14,calc_loss_1,4.623252868652344,4,on-policy,1
15,calc_loss_1,4.618657112121582,5,on-policy,1
16,calc_loss_1,4.616022109985352,6,on-policy,1
17,calc_loss_1,4.614892959594727,7,on-policy,1
18,calc_loss_1,4.61527156829834,8,on-policy,1
19,calc_loss_1,4.617399215698242,9,on-policy,1
20,calc_loss_1,5.368434429168701,0,on-policy,2
21,calc_loss_1,5.209691047668457,1,on-policy,2
22,calc_loss_1,4.7234320640563965,2,on-policy,2
23,calc_loss_1,4.634801387786865,3,on-policy,2
24,calc_loss_1,4.620900630950928,4,on-policy,2
25,calc_loss_1,4.613776683807373,5,on-policy,2
26,calc_loss_1,4.615815162658691,6,on-policy,2
27,calc_loss_1,4.615451335906982,7,on-policy,2
28,calc_loss_1,4.6132636070251465,8,on-policy,2
29,calc_loss_1,4.615043640136719,9,on-policy,2
30,calc_loss_1,5.368434429168701,0,on-policy,3
31,calc_loss_1,5.141910076141357,1,on-policy,3
32,calc_loss_1,4.701412677764893,2,on-policy,3
33,calc_loss_1,4.631099700927734,3,on-policy,3
34,calc_loss_1,4.619301795959473,4,on-policy,3
35,calc_loss_1,4.616944313049316,5,on-policy,3
36,calc_loss_1,4.6141276359558105,6,on-policy,3
37,calc_loss_1,4.613166332244873,7,on-policy,3
38,calc_loss_1,4.615211486816406,8,on-policy,3
39,calc_loss_1,4.614253044128418,9,on-policy,3
40,calc_loss_1,5.368434429168701,0,on-policy,4
41,calc_loss_1,5.212380409240723,1,on-policy,4
42,calc_loss_1,4.750076770782471,2,on-policy,4
43,calc_loss_1,4.643528461456299,3,on-policy,4
44,calc_loss_1,4.629263877868652,4,on-policy,4
45,calc_loss_1,4.620472431182861,5,on-policy,4
46,calc_loss_1,4.617526531219482,6,on-policy,4
47,calc_loss_1,4.621971130371094,7,on-policy,4
48,calc_loss_1,4.617830276489258,8,on-policy,4
49,calc_loss_1,4.619410037994385,9,on-policy,4
50,calc_loss_2,5.368434429168701,0,on-policy,0
51,calc_loss_2,5.197480201721191,1,on-policy,0
52,calc_loss_2,4.761839866638184,2,on-policy,0
53,calc_loss_2,4.653868675231934,3,on-policy,0
54,calc_loss_2,4.627632141113281,4,on-policy,0
55,calc_loss_2,4.626493453979492,5,on-policy,0
56,calc_loss_2,4.62119722366333,6,on-policy,0
57,calc_loss_2,4.619072914123535,7,on-policy,0
58,calc_loss_2,4.621712684631348,8,on-policy,0
59,calc_loss_2,4.621241569519043,9,on-policy,0
60,calc_loss_2,5.368434429168701,0,on-policy,1
61,calc_loss_2,5.257697582244873,1,on-policy,1
62,calc_loss_2,4.749487400054932,2,on-policy,1
63,calc_loss_2,4.649823188781738,3,on-policy,1
64,calc_loss_2,4.625735759735107,4,on-policy,1
65,calc_loss_2,4.62217903137207,5,on-policy,1
66,calc_loss_2,4.61835241317749,6,on-policy,1
67,calc_loss_2,4.616085052490234,7,on-policy,1
68,calc_loss_2,4.617900848388672,8,on-policy,1
69,calc_loss_2,4.617950439453125,9,on-policy,1
70,calc_loss_2,5.368434429168701,0,on-policy,2
71,calc_loss_2,5.192583084106445,1,on-policy,2
72,calc_loss_2,4.727746963500977,2,on-policy,2
73,calc_loss_2,4.638626575469971,3,on-policy,2
74,calc_loss_2,4.624425411224365,4,on-policy,2
75,calc_loss_2,4.620147228240967,5,on-policy,2
76,calc_loss_2,4.617800712585449,6,on-policy,2
77,calc_loss_2,4.617105007171631,7,on-policy,2
78,calc_loss_2,4.618555068969727,8,on-policy,2
79,calc_loss_2,4.617814064025879,9,on-policy,2
80,calc_loss_2,5.368434429168701,0,on-policy,3
81,calc_loss_2,5.2180399894714355,1,on-policy,3
82,calc_loss_2,4.715242385864258,2,on-policy,3
83,calc_loss_2,4.637824535369873,3,on-policy,3
84,calc_loss_2,4.626117706298828,4,on-policy,3
85,calc_loss_2,4.618556499481201,5,on-policy,3
86,calc_loss_2,4.617171287536621,6,on-policy,3
87,calc_loss_2,4.614065647125244,7,on-policy,3
88,calc_loss_2,4.615679740905762,8,on-policy,3
89,calc_loss_2,4.615924835205078,9,on-policy,3
90,calc_loss_2,5.368434429168701,0,on-policy,4
91,calc_loss_2,5.205583572387695,1,on-policy,4
92,calc_loss_2,4.746043682098389,2,on-policy,4
93,calc_loss_2,4.641373634338379,3,on-policy,4
94,calc_loss_2,4.626805782318115,4,on-policy,4
95,calc_loss_2,4.620152473449707,5,on-policy,4
96,calc_loss_2,4.619994640350342,6,on-policy,4
97,calc_loss_2,4.617911338806152,7,on-policy,4
98,calc_loss_2,4.618394374847412,8,on-policy,4
99,calc_loss_2,4.617578029632568,9,on-policy,4
100,calc_loss_7,5.368434429168701,0,on-policy,0
101,calc_loss_7,4.642683029174805,1,on-policy,0
102,calc_loss_7,4.629577159881592,2,on-policy,0
103,calc_loss_7,4.624695301055908,3,on-policy,0
104,calc_loss_7,4.625726222991943,4,on-policy,0
105,calc_loss_7,4.627406120300293,5,on-policy,0
106,calc_loss_7,4.624465465545654,6,on-policy,0
107,calc_loss_7,4.625300884246826,7,on-policy,0
108,calc_loss_7,4.624354362487793,8,on-policy,0
109,calc_loss_7,4.626279830932617,9,on-policy,0
110,calc_loss_7,5.368434429168701,0,on-policy,1
111,calc_loss_7,4.631054878234863,1,on-policy,1
112,calc_loss_7,4.6222243309021,2,on-policy,1
113,calc_loss_7,4.619861125946045,3,on-policy,1
114,calc_loss_7,4.619657039642334,4,on-policy,1
115,calc_loss_7,4.621732234954834,5,on-policy,1
116,calc_loss_7,4.618354320526123,6,on-policy,1
117,calc_loss_7,4.620278835296631,7,on-policy,1
118,calc_loss_7,4.6206865310668945,8,on-policy,1
119,calc_loss_7,4.6193156242370605,9,on-policy,1
120,calc_loss_7,5.368434429168701,0,on-policy,2
121,calc_loss_7,4.641326904296875,1,on-policy,2
122,calc_loss_7,4.628647804260254,2,on-policy,2
123,calc_loss_7,4.629152297973633,3,on-policy,2
124,calc_loss_7,4.625699996948242,4,on-policy,2
125,calc_loss_7,4.625735759735107,5,on-policy,2
126,calc_loss_7,4.62319278717041,6,on-policy,2
127,calc_loss_7,4.625952243804932,7,on-policy,2
128,calc_loss_7,4.6242899894714355,8,on-policy,2
129,calc_loss_7,4.626157760620117,9,on-policy,2
130,calc_loss_7,5.368434429168701,0,on-policy,3
131,calc_loss_7,4.631196022033691,1,on-policy,3
132,calc_loss_7,4.625582695007324,2,on-policy,3
133,calc_loss_7,4.623298645019531,3,on-policy,3
134,calc_loss_7,4.622524261474609,4,on-policy,3
135,calc_loss_7,4.620666027069092,5,on-policy,3
136,calc_loss_7,4.619978427886963,6,on-policy,3
137,calc_loss_7,4.621713638305664,7,on-policy,3
138,calc_loss_7,4.622702598571777,8,on-policy,3
139,calc_loss_7,4.622384548187256,9,on-policy,3
140,calc_loss_7,5.368434429168701,0,on-policy,4
141,calc_loss_7,4.641688823699951,1,on-policy,4
142,calc_loss_7,4.6308441162109375,2,on-policy,4
143,calc_loss_7,4.629758358001709,3,on-policy,4
144,calc_loss_7,4.629615783691406,4,on-policy,4
145,calc_loss_7,4.628428936004639,5,on-policy,4
146,calc_loss_7,4.629034519195557,6,on-policy,4
147,calc_loss_7,4.628848552703857,7,on-policy,4
148,calc_loss_7,4.627902030944824,8,on-policy,4
149,calc_loss_7,4.627910137176514,9,on-policy,4
150,calc_loss_8,5.368434429168701,0,on-policy,0
151,calc_loss_8,5.228708267211914,1,on-policy,0
152,calc_loss_8,4.735389709472656,2,on-policy,0
153,calc_loss_8,4.653246879577637,3,on-policy,0
154,calc_loss_8,4.632409572601318,4,on-policy,0
155,calc_loss_8,4.626957893371582,5,on-policy,0
156,calc_loss_8,4.627491474151611,6,on-policy,0
157,calc_loss_8,4.625063419342041,7,on-policy,0
158,calc_loss_8,4.623341083526611,8,on-policy,0
159,calc_loss_8,4.625832557678223,9,on-policy,0
160,calc_loss_8,5.368434429168701,0,on-policy,1
161,calc_loss_8,5.212141990661621,1,on-policy,1
162,calc_loss_8,4.716753959655762,2,on-policy,1
163,calc_loss_8,4.647120952606201,3,on-policy,1
164,calc_loss_8,4.628930568695068,4,on-policy,1
165,calc_loss_8,4.623986721038818,5,on-policy,1
166,calc_loss_8,4.62114143371582,6,on-policy,1
167,calc_loss_8,4.62052583694458,7,on-policy,1
168,calc_loss_8,4.618525505065918,8,on-policy,1
169,calc_loss_8,4.6182403564453125,9,on-policy,1
170,calc_loss_8,5.368434429168701,0,on-policy,2
171,calc_loss_8,5.241204738616943,1,on-policy,2
172,calc_loss_8,4.717476844787598,2,on-policy,2
173,calc_loss_8,4.6475653648376465,3,on-policy,2
174,calc_loss_8,4.629676342010498,4,on-policy,2
175,calc_loss_8,4.625972270965576,5,on-policy,2
176,calc_loss_8,4.623353004455566,6,on-policy,2
177,calc_loss_8,4.622851371765137,7,on-policy,2
178,calc_loss_8,4.621243953704834,8,on-policy,2
179,calc_loss_8,4.623642444610596,9,on-policy,2
180,calc_loss_8,5.368434429168701,0,on-policy,3
181,calc_loss_8,5.221174240112305,1,on-policy,3
182,calc_loss_8,4.72116756439209,2,on-policy,3
183,calc_loss_8,4.648465633392334,3,on-policy,3
184,calc_loss_8,4.630012035369873,4,on-policy,3
185,calc_loss_8,4.623915195465088,5,on-policy,3
186,calc_loss_8,4.6208648681640625,6,on-policy,3
187,calc_loss_8,4.620588302612305,7,on-policy,3
188,calc_loss_8,4.623248100280762,8,on-policy,3
189,calc_loss_8,4.622725963592529,9,on-policy,3
190,calc_loss_8,5.368434429168701,0,on-policy,4
191,calc_loss_8,5.173436164855957,1,on-policy,4
192,calc_loss_8,4.722938537597656,2,on-policy,4
193,calc_loss_8,4.646519660949707,3,on-policy,4
194,calc_loss_8,4.6302385330200195,4,on-policy,4
195,calc_loss_8,4.62465238571167,5,on-policy,4
196,calc_loss_8,4.6218976974487305,6,on-policy,4
197,calc_loss_8,4.621101379394531,7,on-policy,4
198,calc_loss_8,4.619879722595215,8,on-policy,4
199,calc_loss_8,4.6218414306640625,9,on-policy,4
200,calc_loss_1_off,5.368434429168701,0,off-policy,0
201,calc_loss_1_off,5.322392463684082,1,off-policy,0
202,calc_loss_1_off,4.721441268920898,2,off-policy,0
203,calc_loss_1_off,4.649413108825684,3,off-policy,0
204,calc_loss_1_off,4.6330695152282715,4,off-policy,0
205,calc_loss_1_off,4.624370098114014,5,off-policy,0
206,calc_loss_1_off,4.623809814453125,6,off-policy,0
207,calc_loss_1_off,4.620734691619873,7,off-policy,0
208,calc_loss_1_off,4.623327732086182,8,off-policy,0
209,calc_loss_1_off,4.621240139007568,9,off-policy,0
210,calc_loss_1_off,5.368434429168701,0,off-policy,1
211,calc_loss_1_off,5.402987480163574,1,off-policy,1
212,calc_loss_1_off,4.756592750549316,2,off-policy,1
213,calc_loss_1_off,4.6548333168029785,3,off-policy,1
214,calc_loss_1_off,4.633419036865234,4,off-policy,1
215,calc_loss_1_off,4.629107475280762,5,off-policy,1
216,calc_loss_1_off,4.630002975463867,6,off-policy,1
217,calc_loss_1_off,4.62866735458374,7,off-policy,1
218,calc_loss_1_off,4.625202178955078,8,off-policy,1
219,calc_loss_1_off,4.628081798553467,9,off-policy,1
220,calc_loss_1_off,5.368434429168701,0,off-policy,2
221,calc_loss_1_off,5.435445308685303,1,off-policy,2
222,calc_loss_1_off,4.770946979522705,2,off-policy,2
223,calc_loss_1_off,4.6639533042907715,3,off-policy,2
224,calc_loss_1_off,4.639614105224609,4,off-policy,2
225,calc_loss_1_off,4.631139278411865,5,off-policy,2
226,calc_loss_1_off,4.632108211517334,6,off-policy,2
227,calc_loss_1_off,4.628329753875732,7,off-policy,2
228,calc_loss_1_off,4.628905773162842,8,off-policy,2
229,calc_loss_1_off,4.62931489944458,9,off-policy,2
230,calc_loss_1_off,5.368434429168701,0,off-policy,3
231,calc_loss_1_off,5.586984634399414,1,off-policy,3
232,calc_loss_1_off,4.794334888458252,2,off-policy,3
233,calc_loss_1_off,4.675917148590088,3,off-policy,3
234,calc_loss_1_off,4.648490905761719,4,off-policy,3
235,calc_loss_1_off,4.640701770782471,5,off-policy,3
236,calc_loss_1_off,4.63246488571167,6,off-policy,3
237,calc_loss_1_off,4.634491920471191,7,off-policy,3
238,calc_loss_1_off,4.633852481842041,8,off-policy,3
239,calc_loss_1_off,4.629956245422363,9,off-policy,3
240,calc_loss_1_off,5.368434429168701,0,off-policy,4
241,calc_loss_1_off,5.419348239898682,1,off-policy,4
242,calc_loss_1_off,4.7513933181762695,2,off-policy,4
243,calc_loss_1_off,4.661645889282227,3,off-policy,4
244,calc_loss_1_off,4.636493682861328,4,off-policy,4
245,calc_loss_1_off,4.629400730133057,5,off-policy,4
246,calc_loss_1_off,4.63002872467041,6,off-policy,4
247,calc_loss_1_off,4.627455234527588,7,off-policy,4
248,calc_loss_1_off,4.626675128936768,8,off-policy,4
249,calc_loss_1_off,4.621890544891357,9,off-policy,4
250,calc_loss_2_off,5.368434429168701,0,off-policy,0
251,calc_loss_2_off,5.226743221282959,1,off-policy,0
252,calc_loss_2_off,4.709524154663086,2,off-policy,0
253,calc_loss_2_off,4.6463303565979,3,off-policy,0
254,calc_loss_2_off,4.6318359375,4,off-policy,0
255,calc_loss_2_off,4.624221324920654,5,off-policy,0
256,calc_loss_2_off,4.6249589920043945,6,off-policy,0
257,calc_loss_2_off,4.624146461486816,7,off-policy,0
258,calc_loss_2_off,4.622025012969971,8,off-policy,0
259,calc_loss_2_off,4.621488094329834,9,off-policy,0
260,calc_loss_2_off,5.368434429168701,0,off-policy,1
261,calc_loss_2_off,5.1221160888671875,1,off-policy,1
262,calc_loss_2_off,4.708549499511719,2,off-policy,1
263,calc_loss_2_off,4.642415523529053,3,off-policy,1
264,calc_loss_2_off,4.62847900390625,4,off-policy,1
265,calc_loss_2_off,4.625329494476318,5,off-policy,1
266,calc_loss_2_off,4.622315406799316,6,off-policy,1
267,calc_loss_2_off,4.6204752922058105,7,off-policy,1
268,calc_loss_2_off,4.619862079620361,8,off-policy,1
269,calc_loss_2_off,4.620952129364014,9,off-policy,1
270,calc_loss_2_off,5.368434429168701,0,off-policy,2
271,calc_loss_2_off,5.2228240966796875,1,off-policy,2
272,calc_loss_2_off,4.7095489501953125,2,off-policy,2
273,calc_loss_2_off,4.637761116027832,3,off-policy,2
274,calc_loss_2_off,4.625839710235596,4,off-policy,2
275,calc_loss_2_off,4.623265743255615,5,off-policy,2
276,calc_loss_2_off,4.623401641845703,6,off-policy,2
277,calc_loss_2_off,4.6205244064331055,7,off-policy,2
278,calc_loss_2_off,4.620192050933838,8,off-policy,2
279,calc_loss_2_off,4.620493412017822,9,off-policy,2
280,calc_loss_2_off,5.368434429168701,0,off-policy,3
281,calc_loss_2_off,5.194486141204834,1,off-policy,3
282,calc_loss_2_off,4.698145866394043,2,off-policy,3
283,calc_loss_2_off,4.6382598876953125,3,off-policy,3
284,calc_loss_2_off,4.627017021179199,4,off-policy,3
285,calc_loss_2_off,4.621810436248779,5,off-policy,3
286,calc_loss_2_off,4.620457649230957,6,off-policy,3
287,calc_loss_2_off,4.619007587432861,7,off-policy,3
288,calc_loss_2_off,4.619792461395264,8,off-policy,3
289,calc_loss_2_off,4.619079113006592,9,off-policy,3
290,calc_loss_2_off,5.368434429168701,0,off-policy,4
291,calc_loss_2_off,5.173220157623291,1,off-policy,4
292,calc_loss_2_off,4.709834575653076,2,off-policy,4
293,calc_loss_2_off,4.644571781158447,3,off-policy,4
294,calc_loss_2_off,4.629445552825928,4,off-policy,4
295,calc_loss_2_off,4.625246524810791,5,off-policy,4
296,calc_loss_2_off,4.622326374053955,6,off-policy,4
297,calc_loss_2_off,4.62034273147583,7,off-policy,4
298,calc_loss_2_off,4.6197919845581055,8,off-policy,4
299,calc_loss_2_off,4.6211113929748535,9,off-policy,4
300,calc_loss_7_off,5.368434429168701,0,off-policy,0
301,calc_loss_7_off,4.645190715789795,1,off-policy,0
302,calc_loss_7_off,4.636941909790039,2,off-policy,0
303,calc_loss_7_off,4.633706569671631,3,off-policy,0
304,calc_loss_7_off,4.6340203285217285,4,off-policy,0
305,calc_loss_7_off,4.630796432495117,5,off-policy,0
306,calc_loss_7_off,4.630578517913818,6,off-policy,0
307,calc_loss_7_off,4.630432605743408,7,off-policy,0
308,calc_loss_7_off,4.630401134490967,8,off-policy,0
309,calc_loss_7_off,4.630470275878906,9,off-policy,0
310,calc_loss_7_off,5.368434429168701,0,off-policy,1
311,calc_loss_7_off,4.629011154174805,1,off-policy,1
312,calc_loss_7_off,4.6214423179626465,2,off-policy,1
313,calc_loss_7_off,4.6200127601623535,3,off-policy,1
314,calc_loss_7_off,4.618391036987305,4,off-policy,1
315,calc_loss_7_off,4.617288589477539,5,off-policy,1
316,calc_loss_7_off,4.6170268058776855,6,off-policy,1
317,calc_loss_7_off,4.6192731857299805,7,off-policy,1
318,calc_loss_7_off,4.617386817932129,8,off-policy,1
319,calc_loss_7_off,4.617061614990234,9,off-policy,1
320,calc_loss_7_off,5.368434429168701,0,off-policy,2
321,calc_loss_7_off,4.643668174743652,1,off-policy,2
322,calc_loss_7_off,4.632898330688477,2,off-policy,2
323,calc_loss_7_off,4.628742694854736,3,off-policy,2
324,calc_loss_7_off,4.629486560821533,4,off-policy,2
325,calc_loss_7_off,4.624151706695557,5,off-policy,2
326,calc_loss_7_off,4.62396240234375,6,off-policy,2
327,calc_loss_7_off,4.626986980438232,7,off-policy,2
328,calc_loss_7_off,4.6235575675964355,8,off-policy,2
329,calc_loss_7_off,4.626240253448486,9,off-policy,2
330,calc_loss_7_off,5.368434429168701,0,off-policy,3
331,calc_loss_7_off,4.640203952789307,1,off-policy,3
332,calc_loss_7_off,4.631503105163574,2,off-policy,3
333,calc_loss_7_off,4.628605842590332,3,off-policy,3
334,calc_loss_7_off,4.6260175704956055,4,off-policy,3
335,calc_loss_7_off,4.627399921417236,5,off-policy,3
336,calc_loss_7_off,4.6268792152404785,6,off-policy,3
337,calc_loss_7_off,4.627145767211914,7,off-policy,3
338,calc_loss_7_off,4.627392292022705,8,off-policy,3
339,calc_loss_7_off,4.625712871551514,9,off-policy,3
340,calc_loss_7_off,5.368434429168701,0,off-policy,4
341,calc_loss_7_off,4.646902561187744,1,off-policy,4
342,calc_loss_7_off,4.63794469833374,2,off-policy,4
343,calc_loss_7_off,4.632058143615723,3,off-policy,4
344,calc_loss_7_off,4.633089542388916,4,off-policy,4
345,calc_loss_7_off,4.6313700675964355,5,off-policy,4
346,calc_loss_7_off,4.629939556121826,6,off-policy,4
347,calc_loss_7_off,4.62993049621582,7,off-policy,4
348,calc_loss_7_off,4.632272720336914,8,off-policy,4
349,calc_loss_7_off,4.6323442459106445,9,off-policy,4
350,calc_loss_8_off,5.368434429168701,0,off-policy,0
351,calc_loss_8_off,5.529013633728027,1,off-policy,0
352,calc_loss_8_off,4.827841281890869,2,off-policy,0
353,calc_loss_8_off,4.695614337921143,3,off-policy,0
354,calc_loss_8_off,4.6630539894104,4,off-policy,0
355,calc_loss_8_off,4.65279483795166,5,off-policy,0
356,calc_loss_8_off,4.648548126220703,6,off-policy,0
357,calc_loss_8_off,4.647528648376465,7,off-policy,0
358,calc_loss_8_off,4.646522045135498,8,off-policy,0
359,calc_loss_8_off,4.6461310386657715,9,off-policy,0
360,calc_loss_8_off,5.368434429168701,0,off-policy,1
361,calc_loss_8_off,5.37712287902832,1,off-policy,1
362,calc_loss_8_off,4.771686553955078,2,off-policy,1
363,calc_loss_8_off,4.670778751373291,3,off-policy,1
364,calc_loss_8_off,4.6463446617126465,4,off-policy,1
365,calc_loss_8_off,4.641563892364502,5,off-policy,1
366,calc_loss_8_off,4.636732578277588,6,off-policy,1
367,calc_loss_8_off,4.636874675750732,7,off-policy,1
368,calc_loss_8_off,4.636970520019531,8,off-policy,1
369,calc_loss_8_off,4.635858058929443,9,off-policy,1
370,calc_loss_8_off,5.368434429168701,0,off-policy,2
371,calc_loss_8_off,5.424502849578857,1,off-policy,2
372,calc_loss_8_off,4.78038215637207,2,off-policy,2
373,calc_loss_8_off,4.681033611297607,3,off-policy,2
374,calc_loss_8_off,4.656037330627441,4,off-policy,2
375,calc_loss_8_off,4.647724628448486,5,off-policy,2
376,calc_loss_8_off,4.64453649520874,6,off-policy,2
377,calc_loss_8_off,4.641440391540527,7,off-policy,2
378,calc_loss_8_off,4.640559196472168,8,off-policy,2
379,calc_loss_8_off,4.640839576721191,9,off-policy,2
380,calc_loss_8_off,5.368434429168701,0,off-policy,3
381,calc_loss_8_off,5.383743762969971,1,off-policy,3
382,calc_loss_8_off,4.790102005004883,2,off-policy,3
383,calc_loss_8_off,4.689036846160889,3,off-policy,3
384,calc_loss_8_off,4.660567760467529,4,off-policy,3
385,calc_loss_8_off,4.648942947387695,5,off-policy,3
386,calc_loss_8_off,4.645610332489014,6,off-policy,3
387,calc_loss_8_off,4.645838737487793,7,off-policy,3
388,calc_loss_8_off,4.644782066345215,8,off-policy,3
389,calc_loss_8_off,4.644927978515625,9,off-policy,3
390,calc_loss_8_off,5.368434429168701,0,off-policy,4
391,calc_loss_8_off,5.328055381774902,1,off-policy,4
392,calc_loss_8_off,4.741568088531494,2,off-policy,4
393,calc_loss_8_off,4.664534091949463,3,off-policy,4
394,calc_loss_8_off,4.647708892822266,4,off-policy,4
395,calc_loss_8_off,4.639166831970215,5,off-policy,4
396,calc_loss_8_off,4.637101173400879,6,off-policy,4
397,calc_loss_8_off,4.632525444030762,7,off-policy,4
398,calc_loss_8_off,4.635669231414795,8,off-policy,4
399,calc_loss_8_off,4.635173320770264,9,off-policy,4
